"","GSM1923000","GSM1923004","GSM1923010","GSM1923012","GSM1923007","GSM1923020","GSM192998","GSM1922995","GSM1923002","GSM1923008","GSM1923015","GSM1923018","GSM1923022","GSM1923017"
"PDILT",4.220042,4.270409,3.871162,4.014202,4.041893,3.910177,3.599148,3.836608,4.052447,4.055329,3.894563,3.693591,3.94243,4.123402
"PDK1",8.895449,8.945938,8.897555,8.930509,9.135156,9.097945,9.081446,9.366704,9.175771,9.023746,8.614011,9.261224,8.929766,9.126616
"PDK2",7.733649,8.300361,8.070187,8.273859,8.454287,7.607381,8.424665,7.745939,8.90377,7.894633,8.057415,8.170943,7.978067,7.993119
"PDK3",9.919895,9.728045,9.8916,9.204928,9.434237,9.870598,9.498782,9.675406,9.612324,9.812329,9.823359,9.587368,9.410418,9.944159
"PDK4",9.061821,8.496202,9.960339,9.119081,9.124044,9.122089,8.891514,9.054899,8.860671,8.968655,8.635,9.213221,9.088762,8.886956
"PDLIM1",8.647067,9.076104,9.166356,9.019494,9.002571,8.713983,9.543396,8.916666,9.293478,8.942742,8.838247,9.450461,8.376629,9.35681
"PDLIM2",8.259705,8.328929,8.210442,8.415976,8.490032,8.013927,8.045001,7.932076,7.963624,8.227547,8.129519,8.217295,7.963799,8.310588
"PDLIM3",4.191257,4.474569,4.439166,4.369514,4.378989,4.007379,3.993142,3.956994,3.916999,4.390437,4.217957,4.083536,4.203964,4.48631
"PDLIM4",6.080345,6.28768,5.921119,6.188772,5.821797,6.129943,5.580875,5.828385,6.042493,6.056794,5.990617,5.837703,5.873283,6.140044
"PDLIM5",9.004373,8.880665,9.202457,8.610898,9.001527,8.988718,8.976059,9.128771,8.815149,8.746883,8.986675,9.036528,8.864288,9.1271
"PDLIM7",8.404659,8.350982,8.364757,8.280442,8.886124,8.218504,8.211297,8.258543,8.193923,8.482055,8.368735,8.390945,7.995469,8.832311
"PDP1",8.668038,8.246816,8.743805,8.755157,8.575569,8.618806,8.977985,8.734216,8.750731,8.685947,8.881268,8.686547,8.909912,8.787347
"PDP2",6.763447,6.541062,6.444159,6.842551,6.710887,6.797971,7.138905,6.932552,6.748908,6.405945,7.040968,6.911356,6.869407,6.259234
"PDPK1",8.805988,8.724777,8.92582366666667,8.632707,8.771322,8.71833633333333,8.63131566666667,8.71909266666667,8.52705633333333,8.64761,8.595309,8.835193,8.55959133333333,8.769814
"PDPN",4.381146,4.32985,4.284106,4.458016,4.249362,4.525736,4.1112,4.361698,4.261005,4.623146,4.324457,4.402781,4.240206,4.861024
"PDPR",9.593535,9.386196,9.589135,9.14665,9.443832,9.785715,10.04377,9.712456,9.520555,9.732684,9.929995,9.790485,9.117602,9.133581
"PDRG1",6.59742,6.479002,6.486091,6.834627,6.668706,6.761439,6.875502,7.031243,6.696844,6.54955,6.698468,6.660678,6.822927,6.313347
"PDS5A",9.247473,9.223513,9.424173,9.06607,9.243574,9.256085,9.547651,9.535399,9.376683,9.443318,9.485319,9.285359,9.389746,9.065653
"PDS5B",8.387199,8.37705,8.578699,8.239229,8.496525,8.614788,8.448216,8.742146,8.550018,8.525852,8.743382,8.292599,8.432485,8.527931
"PDSS1",6.960911,7.145385,6.97525,7.267753,7.170443,7.223525,7.159123,7.14812,7.294273,7.285178,7.270671,6.977459,7.406209,7.541757
"PDSS1P1",5.728597,4.988304,5.870397,5.026554,5.939565,5.860496,5.635853,5.678203,5.359653,5.466515,5.366922,4.97964,5.376091,5.653697
"PDSS2",6.174349,5.631964,6.323283,6.248023,6.355785,6.222013,6.342212,6.520807,6.298987,6.414248,6.729195,6.37208,6.459987,6.126157
"PDX1",5.16573,5.44559,4.973384,5.285049,5.120944,5.012462,5.33671,5.148817,5.205985,5.407878,4.96771,5.202235,5.029033,5.513204
"PDXDC1",8.800867,8.856751,8.811892,8.687465,8.609955,8.646595,8.705921,8.516307,8.710381,8.583771,8.631313,8.846924,8.768305,8.823796
"PDXK",7.24795,6.970708,7.511106,7.155088,7.329624,7.225227,7.384395,7.280743,7.031149,7.184712,7.251491,7.435455,7.24052,7.486376
"PDXP",7.126352,7.136982,6.987697,7.097315,7.187799,7.013822,7.045661,6.968835,7.035615,7.093022,7.082079,6.944563,6.966721,6.874922
"PDYN",4.650762,4.739772,4.480088,4.711286,4.349254,4.448099,4.194091,4.34922,4.706562,4.761549,4.372735,4.308552,4.380947,4.924618
"PDZD11",5.477199,5.412947,5.395782,5.578294,5.657111,5.707927,5.671671,5.426862,5.6338,5.663264,5.573488,5.541538,5.8267,5.408824
"PDZD2",4.910329,5.011742,4.591692,4.856128,4.566571,4.495746,4.545937,4.603142,4.6246,4.7319,4.552818,4.349009,4.735806,4.959388
"PDZD3",5.413368,5.27768,5.002721,5.264451,5.318566,5.229112,4.979497,4.886972,5.013366,5.424363,5.148378,5.357656,5.208928,5.588857
"PDZD4",6.500793,6.569016,6.016303,6.590869,6.731436,6.1628,6.186047,6.35287,6.135273,6.006917,6.715133,6.282015,6.490934,5.64186
"PDZD7",5.493371,6.03477,5.11671,5.856151,5.607678,5.018075,4.998329,5.331724,5.629849,5.529561,5.225081,5.255278,5.21133,5.671361
"PDZD8",8.707981,8.445445,8.571592,8.654988,8.723697,8.725769,8.41587,8.86663,8.829634,8.805785,8.754878,8.483231,9.093901,8.605264
"PDZD9",3.944638,3.834053,3.800176,3.988847,3.639069,3.971158,3.748559,3.721905,3.817627,3.918443,3.801433,3.771367,3.947315,3.903122
"PDZK1",4.393916,4.597341,4.693516,4.511803,4.172653,4.299918,4.276285,4.419064,4.308734,4.457083,4.599429,4.338274,4.505167,4.296502
"PDZK1IP1",10.6271,9.604673,10.62204,10.56995,10.71807,11.22205,11.52494,10.53169,11.3352,11.27202,9.772079,11.57577,10.12359,11.07221
"PDZRN3",4.471188,4.629447,4.320833,4.480062,4.611207,4.424335,4.053178,4.105134,4.476704,4.350935,4.255653,4.20568,4.352075,4.483836
"PDZRN4",3.360843,3.73361,3.48931,3.512137,3.49184,3.41939,3.34072,3.450072,3.637089,3.443141,3.49184,3.424086,3.49184,3.65301
"PEA15",9.281528,9.552761,10.0348,9.816952,9.548599,9.086318,9.886925,9.790583,9.179418,9.462854,9.333455,9.616981,9.59665,9.675164
"PEAK1",8.250084,7.498496,7.509913,7.080844,7.658066,7.500834,7.875253,7.800054,7.364891,7.662163,7.615798,7.647529,7.728718,7.848422
"PEAK3",8.13452,8.098211,8.012107,7.727301,8.393251,7.843295,7.520786,7.811671,7.652214,7.921644,7.805748,7.969007,7.662986,8.247974
"PEAR1",6.26298,6.151613,6.212308,6.011857,6.796653,5.819491,5.963379,6.17129,6.621163,6.131034,5.91134,6.493456,5.903521,6.675415
"PEBP1",8.909279,9.250374,8.695385,9.565893,9.051408,9.008222,9.278316,9.11717,8.911522,8.91824,9.252385,8.990738,9.112896,8.746074
"PEBP4",5.345226,5.719579,5.392776,5.601822,4.800032,5.359243,5.446103,4.936533,5.417266,5.405811,5.154501,5.271816,5.394383,5.703859
"PECAM1",11.60153,11.66193,11.84964,11.54158,11.64446,11.71394,11.43476,11.76544,11.67319,11.77152,11.6844,11.78634,11.61372,11.71871
"PECR",6.703172,6.287012,6.465145,6.384146,6.883935,6.835345,6.89653,6.588113,6.855883,6.642039,6.802638,6.946948,6.934571,6.307031
"PEF1",8.556922,8.630947,8.561238,8.842793,8.791111,8.465021,8.836059,8.599033,8.632683,8.614805,8.640861,8.521668,8.467213,8.606624
"PEG10",5.943692,5.74301,5.390244,6.129104,5.658116,6.108083,6.478242,5.780171,5.693745,6.173322,6.065114,6.344615,5.461053,5.46253
"PEG3",4.944713,5.017243,4.932558,4.930431,4.719319,5.089815,4.633311,4.493672,4.495956,5.136926,4.773776,5.044603,4.923818,5.208298
"PELI1",10.81227,10.73043,11.06319,10.66515,10.84548,11.1258,10.89399,11.06679,10.76809,10.87768,10.66378,10.8377,10.62434,11.31805
"PELI2",9.000026,9.037474,9.181645,8.904482,9.022345,9.240809,8.824323,9.219864,8.792481,9.148445,9.044939,9.016728,8.980057,9.390864
"PELI3",6.613986,6.675369,6.964807,6.854061,6.656709,6.69804,6.567915,6.818377,6.585408,6.688725,6.537214,6.735569,6.907553,6.558568
"PELP1",7.415681,7.335556,7.160445,7.250023,7.425128,7.112377,7.029345,7.178832,7.129898,7.324118,7.443838,7.492173,7.132751,6.677813
"PEMT",8.28623,8.26693,8.466273,8.698709,8.520442,8.0269,8.354804,8.110027,8.167035,8.26304,8.377117,8.182493,8.245781,8.273096
"PENK",5.428515,5.805392,5.448307,5.487996,5.616068,5.273833,5.196948,5.12251,5.262813,5.592494,5.320564,5.415212,5.374225,5.934921
"PEPD",9.291269,9.740986,9.76583,9.696861,9.386019,9.007401,9.397565,9.340783,9.148358,9.295956,9.485333,9.369976,9.727045,9.494447
"PER1",7.550686,7.331738,7.267764,7.042856,7.564315,7.130045,6.81055,7.287778,6.791146,7.063612,6.90696,7.207511,6.750348,7.59392
"PER2",7.57144,7.433252,7.335439,7.179462,7.487135,7.267915,7.275113,7.570916,7.078565,7.135223,7.339528,7.485303,7.084512,7.653588
"PER3",6.39079,6.458477,6.271517,6.384097,6.26755,6.33859,6.180919,6.457616,5.904005,6.171803,6.126569,6.535962,6.362599,5.894559
"PERM1",5.596009,5.93093,5.580525,5.794129,5.4066,5.439103,5.39505,5.300234,5.526922,5.767301,5.279866,5.651019,5.600782,5.94724
"PERP",6.759456,6.505088,6.238479,6.743579,6.47216,6.3535,6.366211,6.151973,6.073588,6.410585,6.796952,6.443538,6.54716,6.016472
"PES1",7.207828,7.004295,7.342716,7.136899,7.253037,6.877722,6.985274,7.085359,7.155051,7.194195,7.27192,7.30547,7.296546,7.236901
"PEX1",7.848837,7.706277,7.923491,7.688005,7.83225,7.923011,7.684304,7.792787,7.982957,7.554416,7.959815,7.858828,7.86068,7.406407
"PEX10",7.336492,7.237425,7.434707,7.39137,7.160743,7.435855,7.502367,7.333808,7.083809,7.397544,7.133425,7.209175,7.416125,7.39829
"PEX11A",4.959078,5.528159,5.035499,5.281581,5.312116,5.393597,5.417914,5.00361,5.235469,5.160558,5.411506,5.143067,5.316213,5.408789
"PEX11B",9.360738,9.278111,9.371916,9.777396,9.471521,9.466317,9.701222,9.427249,9.323933,9.45159,9.401043,9.379644,9.416266,9.150665
"PEX11G",6.759532,6.627884,6.433551,6.331975,6.318429,6.483028,6.413521,6.272374,6.241139,6.357593,6.345404,6.420239,6.455173,6.613779
"PEX12",7.122543,7.035243,6.874369,7.236034,7.240119,6.971036,7.343872,7.003323,7.041673,6.895038,7.360935,7.206054,7.060295,6.749253
"PEX13",7.671028,7.503751,7.444881,7.652285,7.774763,7.827832,7.81777,7.671137,7.761548,7.695008,7.782104,7.60116,7.827832,7.337471
"PEX14",7.081287,7.086202,6.897388,7.127221,6.946207,6.877029,6.970007,6.868507,6.660765,6.926826,7.128119,6.967316,7.22035,7.105434
"PEX16",7.323225,7.366113,7.250724,7.567323,7.319037,7.225327,7.264936,7.282666,7.139645,7.323225,7.279176,7.502857,7.439698,7.341365
"PEX19",7.717429,7.3514,7.775043,7.830259,7.79289,7.846121,7.938309,7.789028,7.565295,7.634143,7.726223,7.843633,7.656476,7.625126
"PEX2",6.89768,6.73617,7.240995,7.744666,7.403862,7.121847,7.452466,7.501782,7.525198,7.30409,7.33555,6.917841,7.332932,6.965352
"PEX26",7.547981,7.495893,7.425908,7.572813,7.413575,7.397752,7.714154,7.451914,7.48661,7.495346,7.396315,7.674087,7.48661,7.425315
"PEX3",7.106684,6.95575,7.519663,7.383058,7.276124,7.293314,7.463811,7.558182,7.530801,7.300758,7.614188,7.16157,7.451071,6.664325
"PEX5",6.69781,7.033039,6.532883,6.635733,6.733037,6.458304,6.649812,6.649781,6.716538,6.398806,6.413993,6.771175,6.498153,6.650546
"PEX5L",4.873118,4.91687,5.004665,5.275625,4.725101,4.815677,4.587507,4.736019,4.865431,5.030766,4.944302,5.004421,4.918805,4.83888
"PEX6",7.000773,6.736163,6.801806,6.999788,7.287706,7.003417,6.739178,6.763098,6.751304,6.434917,7.168978,7.17388,6.635334,6.897337
"PEX7",5.842695,5.535557,5.738704,5.83765,5.644436,6.037648,5.788156,5.842153,5.803978,5.808883,5.883594,5.594474,6.210189,5.617885
"PF4",8.792413,9.012354,9.339879,7.875614,8.883788,8.745304,8.796282,8.573678,9.239666,8.411159,8.781488,8.900951,7.807706,9.621358
"PF4V1",6.929867,6.915684,7.995967,6.120664,7.246366,6.552561,6.641129,6.32618,7.392017,6.493257,6.654694,7.754811,6.773738,7.734612
"PFAS",7.000052,6.883824,6.52602,6.675154,6.775195,6.589261,6.603629,6.537712,6.545866,6.651371,6.725574,6.915302,6.437949,6.652026
"PFDN1",7.722558,7.827273,8.126822,8.336263,7.997627,8.066696,8.55997,8.143971,8.288818,7.93861,8.044245,7.891258,8.017859,7.772476
"PFDN2",7.622501,7.355354,7.729253,7.773388,7.743761,7.797357,7.950866,7.838137,7.698718,7.683048,7.488417,7.77536,7.827662,7.505221
"PFDN4",4.152877,3.466014,4.295919,4.181366,4.311734,4.147908,4.56023,4.409535,4.558966,4.357725,5.132117,4.230699,4.295085,4.143578
"PFDN6",7.410412,7.333724,7.48533,7.597116,7.798354,7.455487,7.631968,7.351753,7.470085,7.130684,7.540839,7.467302,7.366586,7.334772
"PFKFB1",5.385857,5.279292,4.8304,5.2052,5.022175,5.245903,5.400623,5.440795,5.427596,5.299016,4.922802,5.253554,5.169426,4.928439
"PFKFB2",6.704902,6.069857,6.528741,6.02175,6.744708,6.212976,6.303105,6.344306,6.015412,5.923133,6.256773,6.085393,6.083743,6.858837
"PFKFB3",10.154,9.782942,9.743316,9.84851,9.822063,10.21725,9.686255,10.07258,9.586008,10.13394,9.643142,9.721693,9.990767,10.12776
"PFKFB4",8.481209,8.590423,8.763348,8.431615,8.711198,8.812254,8.050941,8.638885,8.405334,8.567616,8.225159,8.330628,8.552462,9.021624
"PFKL",8.722549,8.654592,8.789615,8.710759,8.988407,8.750931,8.625364,8.722776,8.400495,8.601772,8.756556,9.067268,8.588357,8.580336
"PFKM",6.894345,6.837276,6.956102,6.617169,6.588502,6.68931,6.459642,6.72184,6.48482,6.453853,6.892754,7.15597,6.447279,6.672656
"PFKP",7.387438,7.996505,7.782147,7.891939,7.601798,8.038558,7.828268,7.6578,7.786847,7.669156,7.722098,7.750735,7.836393,7.368701
"PFN1",12.73393,12.71037,12.60993,12.67322,12.57884,12.42636,12.63769,12.53409,12.5723,12.61756,12.67772,12.66478,12.56785,12.53045
"PFN1P9",8.105135,8.215588,8.2651255,8.102778,8.0642065,7.860099,8.2197965,8.135285,8.133699,8.131746,8.222181,8.2020095,8.0934295,8.2377025
"PFN2",5.918604,5.969507,5.641583,5.437174,5.629176,5.977757,5.764173,6.449532,6.47304,6.230008,6.171484,5.892768,5.613585,5.316597
"PFN3",5.693131,5.806717,5.286823,5.750883,5.695829,5.848751,5.760314,5.751276,5.608727,5.693131,5.459486,5.908155,5.693131,5.720688
"PFN4",4.936621,4.902318,4.805703,5.132132,4.600696,5.061435,4.47197,4.893753,4.835588,4.840991,5.169578,4.886846,5.010533,4.73052
"PGA3",6.27615566666667,6.56159433333333,7.17446033333333,6.53032366666667,6.054773,5.999969,6.09104466666667,6.53020766666667,5.323891,5.84769466666667,7.708588,6.425431,6.38704233333333,6.01044033333333
"PGAM1",10.385776,10.309886,10.52374,10.24452,10.0883512,10.312846,10.429824,10.166242,10.243662,10.34573,10.3533,10.263596,10.26954,10.42759
"PGAM2",6.781916,6.732491,6.678462,6.703237,6.693839,6.359848,6.568347,6.419826,6.708054,6.659742,6.3707,6.628274,6.796329,6.782282
"PGAM5",7.803144,8.084352,7.697987,8.057661,7.882192,7.809071,7.96149,7.684556,7.445248,7.803144,7.771893,7.775242,7.936524,7.639863
"PGAP1",6.033116,6.48237,6.887041,6.057446,6.659544,6.301797,6.10565,6.469502,6.693271,6.388064,6.503158,6.214717,6.296964,6.326995
"PGAP2",8.44106,8.423608,8.230682,8.521975,8.685746,8.529671,8.178069,8.390253,8.384058,8.352243,8.362844,8.395844,7.994353,8.344303
"PGAP3",6.928988,6.873213,6.93788,7.041585,6.970336,6.705105,7.061894,6.90767,6.822408,6.643294,7.196449,7.171469,6.876264,6.521782
"PGBD1",4.597418,4.348055,4.237864,4.560797,4.417047,4.53457,4.288004,4.417047,4.417047,4.359586,4.640576,4.400489,4.638764,4.417047
"PGBD2",5.858807,5.99498,6.451989,6.271031,6.356476,6.453554,6.693858,6.535634,6.27982,6.294419,6.56819,6.156908,6.415753,5.865098
"PGBD4",6.925376,6.771247,6.674909,7.269414,6.899912,7.175612,7.283697,7.179075,7.168997,7.061068,7.118401,6.640041,7.278582,6.637415
"PGBD5",4.852325,4.93636,4.7479,5.005641,4.65569,4.577585,4.648524,4.548268,4.949582,5.114653,4.418195,4.695888,4.781158,5.181616
"PGC",5.596552,5.3343,5.284426,5.458826,5.2322,5.074325,5.325338,5.013904,5.084288,5.295476,5.3409,4.693221,5.341987,5.136977
"PGD",11.81345,11.72919,12.12523,11.64527,11.79316,12.01207,11.87742,11.92103,11.88957,12.05881,12.03067,11.91274,11.82575,12.1636
"PGF",5.525054,5.635693,5.604856,5.565823,5.439456,5.433568,5.591257,5.573282,5.15892,5.593136,5.479667,5.61108,5.747811,5.679268
"PGGHG",8.555373,8.145758,7.89214,8.332661,8.599586,8.164511,7.631262,8.115315,8.202999,7.86057,8.0762,8.790292,7.899731,8.371511
"PGGT1BP2",8.488201,8.118091,8.73759,8.61422,8.65297,8.535325,8.711887,8.552808,8.555624,8.474012,8.722972,8.276917,8.576632,8.553106
"PGK1",11.02126,11.10433,11.37661,11.33953,11.22814,11.42281,11.48189,11.41403,11.31671,11.22391,11.24403,11.02125,11.26793,11.31107
"PGK2",3.339096,3.370126,3.276772,3.368243,3.158147,3.272328,3.077658,3.022356,3.160943,3.314657,3.145276,2.837202,3.191345,3.272328
"PGLS",7.530256,7.101038,7.610466,7.619156,8.175442,7.169169,7.436866,7.173253,7.329082,7.341681,7.560972,7.43441,7.5296,7.498588
"PGLYRP1",8.475558,8.43148,8.774651,8.40576,9.174359,8.57828,8.307461,8.290786,9.052915,8.862565,8.64246,8.122153,8.255668,9.280031
"PGLYRP2",5.717356,5.909545,5.568952,6.074906,5.582376,4.894014,5.034379,5.085482,5.645297,6.046841,5.658003,5.048169,5.517015,5.787553
"PGLYRP3",5.272016,5.365908,4.909587,5.031204,4.645129,4.90557,4.63571,4.951358,4.975761,5.246735,4.790913,5.320597,4.992462,5.234259
"PGLYRP4",5.426308,5.767998,5.468478,5.505246,5.432232,5.387825,5.411618,5.269281,5.413247,5.567852,5.193146,5.354585,5.819319,5.749825
"PGM1",8.853483,8.698719,8.698038,8.46172,8.596642,8.882813,8.481875,8.824657,8.638588,8.847985,8.626204,8.650884,8.327236,8.89399
"PGM2",9.769274,9.910167,9.828235,9.921423,9.867098,10.07116,9.735142,9.891502,9.818026,9.909091,9.6546,9.472963,9.739664,10.08671
"PGM2L1",6.823697,6.827085,6.556345,6.449182,6.861425,6.725962,6.938232,6.993833,7.305573,6.633594,6.829861,7.06971,7.832754,6.588295
"PGM3",6.416126,6.263309,6.830136,6.610565,6.621391,6.722518,6.667589,6.970953,6.742956,6.382246,6.96373,6.775467,6.64793,6.144972
"PGM5",4.943651,4.499371,4.773753,6.064972,5.257101,6.031083,5.663759,6.588692,5.652473,4.944872,4.919748,6.094716,5.635319,5.783656
"PGM5P2",6.0047865,5.5368585,5.615892,8.1903865,5.5125315,7.6775895,7.2508735,7.876229,7.2100045,5.668477,5.9280135,7.4950515,6.6112545,7.464025
"PGM5P4",6.075927,6.585425,5.757634,7.16825,6.147422,6.959072,6.808644,6.877037,6.608949,6.327196,6.199144,6.855364,6.680814,7.224137
"PGP",7.718395,7.778155,7.55732,7.830992,7.809607,7.622963,7.527034,7.511025,7.491135,7.668574,7.730811,7.759655,7.660273,7.973617
"PGPEP1",7.331343,7.256459,7.19551,7.172685,7.158878,7.153714,6.955192,7.080677,6.957975,7.061115,7.265133,7.231472,7.448916,6.975651
"PGPEP1L",5.536876,5.656703,4.912614,5.526456,5.298033,5.112335,5.390288,5.390724,5.123372,5.453496,5.437063,5.351116,5.380319,5.595487
"PGR",4.432166,4.440774,4.141613,4.160083,3.993031,4.086668,3.892864,3.982917,4.201264,4.262634,4.115457,4.000152,4.098475,4.170386
"PGRMC1",9.519144,9.778605,9.912,9.275804,9.423329,9.343876,9.601812,9.641117,10.27113,9.64212,9.750927,9.967499,9.430113,10.40508
"PGRMC2",8.022735,8.110406,8.060793,8.152493,7.912165,8.199319,8.183262,8.40585,8.131244,8.111112,7.925885,7.897892,8.26055,7.915325
"PGS1",9.694652,9.623201,9.605981,9.873612,9.561786,9.853527,9.279803,9.575994,9.480176,9.642687,9.600075,9.578421,9.621325,9.867805
"PHACTR1",5.579686,5.99437,5.909167,5.920465,5.84855,5.62254,6.046,5.835774,5.907629,5.790655,5.408526,5.842692,5.398265,5.619688
"PHACTR2",7.899155,7.596819,8.12776,7.508388,7.617058,7.702809,8.008592,7.933124,7.489259,7.883994,8.072519,8.117609,7.773653,7.874072
"PHACTR3",5.451943,5.319422,5.327913,5.56361,5.338072,5.595935,5.608618,5.102793,5.218751,5.102254,5.191422,5.391709,5.361016,5.177681
"PHACTR4",9.696237,9.461428,9.719394,9.423037,9.611843,9.344653,9.38278,9.80554,9.489631,9.429118,9.969416,9.849052,9.575081,9.338729
"PHAX",6.855094,6.53008,7.028884,6.846797,6.604704,6.723377,6.980669,7.008331,7.073504,6.903228,6.927553,6.83652,7.024937,6.367139
"PHB",9.30646,9.434522,9.425723,9.94936,9.230906,9.517178,9.668779,9.389609,9.464311,9.483605,9.508346,9.473566,9.554516,9.257373
"PHB2",9.722408,9.488155,9.5120575,10.0327,9.889342,9.898583,9.764617,9.735587,9.973118,9.7636065,9.834051,10.046456,9.8802905,9.4436105
"PHBP19",7.666306,7.464098,7.592986,6.463439,7.031119,7.5631,6.745504,7.630766,7.461509,7.538215,7.673158,7.701222,7.440339,7.378897
"PHC1",8.2047245,7.8774395,7.840254,7.9300505,8.064563,7.7687425,7.884596,7.97692,7.9127485,7.8108865,8.1357175,8.3011875,7.6749545,7.4649535
"PHC2",7.475052,7.160743,7.352423,7.289712,7.654669,7.624679,7.203332,7.407928,6.949803,7.293849,7.078384,7.261261,7.098136,7.654194
"PHC3",10.82672,10.73697,10.73492,10.68743,10.88597,10.78228,11.012,10.82322,10.83648,10.86213,10.87437,10.89443,10.60027,10.71131
"PHETA1",6.242897,6.535355,6.1307,6.597715,6.166135,6.38243,5.982128,5.999933,6.182481,6.378992,6.211994,6.252878,6.338047,6.342876
"PHETA2",6.318449,6.194782,6.462403,6.457317,6.343307,6.415138,6.335264,6.145847,6.196109,6.581573,6.331158,6.416951,6.394049,6.942213
"PHEX",5.016021,5.058734,5.175382,4.986101,5.553019,5.175382,5.175382,5.845658,5.201545,4.854404,5.473291,5.257476,5.175382,4.993395
"PHF1",9.364398,9.247221,8.928595,9.353638,9.380726,9.02332,9.01263,8.944387,9.169101,9.093554,9.358183,9.463346,8.754023,9.081398
"PHF10",8.262236,8.052959,8.287002,8.202862,8.265638,8.289784,8.410137,8.354074,8.522016,8.214726,8.490249,8.306762,8.43105,8.036718
"PHF11",8.650241,8.821836,9.364818,8.742404,8.476471,8.626534,8.857519,8.746776,8.899729,8.537674,9.045397,8.735798,8.812202,8.538364
"PHF12",10.30835,10.2177,9.98398,10.10612,10.25657,10.02479,9.935486,9.970984,9.793985,10.01645,10.18301,10.0868,9.914813,10.25024
"PHF13",6.595084,6.475622,6.318808,6.968334,6.72228,6.584779,6.380037,6.561287,6.495862,6.53197,6.550716,6.721797,6.54993,6.298032
"PHF14",8.145469,8.081758,8.157535,8.183493,7.907883,8.022252,8.165092,8.264501,8.109776,8.084455,8.401578,7.999485,8.313569,7.823538
"PHF19",7.501485,7.443375,7.272375,7.580504,7.418694,7.353715,7.424572,7.311232,7.239415,7.373473,7.514989,7.619015,7.394532,7.08892
"PHF2",9.212439,9.038126,8.820481,8.799466,9.268741,8.819469,8.642122,8.857925,8.784776,8.753448,8.999487,9.092451,8.564949,8.993734
